"","s","S","F","R","RT"
"778","2","s1","load1","r1",0.821
"779","2","s1","load1","r1",0.665
"780","2","s2","load1","r2",0.652
"781","2","s2","load1","r2",0.894
"782","2","s2","load1","r1",1.401
"783","2","s1","load1","r1",0.674
"784","2","s1","load1","r1",0.695
"785","2","s1","load1","r1",1.096
"786","2","s2","load1","r1",0.911
"787","2","s1","load0","r1",0.968
"788","2","s2","load0","r1",0.799
"789","2","s1","load0","r1",0.57
"790","2","s1","load0","r1",0.55
"791","2","s1","load0","r2",1.083
"792","2","s1","load0","r2",1.155
"793","2","s2","load0","r2",0.809
"794","2","s1","load0","r2",1.155
"795","2","s2","load0","r2",0.758
"796","2","s1","load0","r2",1.138
"797","2","s2","load0","r2",1.186
"798","2","s1","load0","r1",0.588
"799","2","s2","load0","r2",0.791
"800","3","s1","load0","r1",1.228
"801","3","s1","load0","r2",0.826
"802","3","s2","load0","r2",0.683
"803","3","s1","load0","r1",0.608
"804","3","s1","load0","r1",0.629
"805","3","s2","load0","r1",0.907
"806","3","s2","load0","r1",0.708
"807","3","s2","load0","r2",1.102
"808","3","s1","load0","r2",1.048
"809","3","s2","load0","r2",0.993
"810","3","s2","load0","r2",0.64
"811","3","s2","load0","r2",0.8
"812","3","s1","load0","r1",0.564
"813","3","s1","load1","r1",0.826
"814","3","s1","load1","r1",1.035
"815","3","s2","load1","r2",1.116
"816","3","s2","load1","r2",0.692
"817","3","s2","load1","r2",0.641
"818","3","s1","load1","r2",1.113
"819","3","s1","load1","r1",0.896
"820","3","s1","load1","r1",1.036
"821","3","s1","load1","r1",0.744
"822","3","s2","load1","r2",0.752
"823","3","s2","load1","r2",1.137
"824","3","s1","load1","r1",0.885
"825","3","s1","load1","r1",0.62
"826","3","s1","load1","r1",0.568
"827","3","s2","load1","r2",0.656
"828","3","s1","load0","r1",0.638
"829","3","s2","load0","r1",0.634
"830","3","s1","load0","r1",0.559
"831","3","s2","load0","r2",0.872
"832","3","s1","load0","r1",0.536
"833","3","s1","load0","r1",0.456
"834","3","s2","load0","r1",0.576
"835","3","s2","load0","r1",0.641
"836","3","s2","load0","r2",0.722
"837","3","s1","load0","r1",0.486
"838","3","s1","load0","r1",0.526
"839","3","s1","load0","r1",0.909
"840","3","s2","load0","r2",0.789
"841","3","s2","load0","r2",0.813
"842","3","s2","load0","r2",0.841
"843","3","s2","load0","r1",0.403
"844","3","s1","load0","r2",0.85
"845","3","s1","load0","r2",0.722
"846","3","s1","load0","r2",0.552
"847","3","s1","load0","r2",1.488
"848","3","s1","load0","r2",0.878
"849","3","s2","load0","r2",0.707
"850","3","s2","load0","r1",0.652
"851","3","s1","load0","r1",1.139
"852","3","s2","load0","r2",0.791
"853","3","s1","load0","r2",0.662
"854","3","s1","load1","r1",0.727
"855","3","s1","load1","r1",0.747
"856","3","s1","load1","r2",0.744
"857","3","s2","load1","r1",0.774
"858","3","s2","load1","r2",0.98
"859","3","s1","load1","r1",0.616
"860","3","s1","load1","r1",0.753
"861","3","s2","load1","r2",0.635
"862","3","s1","load1","r2",0.678
"863","3","s2","load1","r1",0.578
"864","3","s2","load1","r2",0.917
"865","3","s1","load1","r1",1.137
"866","3","s1","load1","r1",0.98
"867","3","s1","load1","r2",1.024
"868","3","s1","load1","r2",0.791
"869","3","s1","load1","r2",0.875
"870","3","s2","load1","r2",1.024
"871","3","s2","load1","r2",0.916
"872","3","s1","load1","r1",0.757
"873","3","s1","load1","r2",0.852
"874","3","s1","load1","r1",0.82
"875","3","s1","load1","r1",1.072
"876","3","s1","load1","r1",0.86
"877","3","s2","load1","r1",0.91
"878","3","s2","load1","r2",1.016
"879","3","s2","load0","r2",0.58
"880","3","s1","load0","r2",1.249
"881","3","s1","load0","r1",0.721
"882","3","s1","load0","r1",0.726
"883","3","s1","load0","r1",0.696
"884","3","s2","load0","r2",0.645
"885","3","s2","load0","r1",0.534
"886","3","s2","load0","r2",0.829
"887","3","s1","load0","r1",0.771
"888","3","s2","load0","r2",0.881
"889","3","s1","load0","r2",0.614
"890","3","s1","load0","r1",0.485
"891","3","s1","load0","r1",0.96
"892","3","s1","load0","r1",0.797
"893","3","s2","load0","r2",0.745
"894","3","s2","load0","r2",0.505
"895","3","s2","load0","r1",0.98
"896","3","s2","load0","r1",0.939
"897","3","s1","load0","r1",0.853
"898","3","s2","load0","r1",1.032
"899","3","s2","load0","r1",0.947
"900","3","s2","load0","r1",0.638
"901","3","s2","load0","r1",0.793
"902","3","s1","load0","r1",1.353
"903","3","s1","load0","r2",1.192
"904","3","s1","load0","r2",0.647
"905","3","s1","load1","r1",0.57
"906","3","s1","load1","r1",0.921
"907","3","s1","load1","r1",0.756
"908","3","s1","load1","r1",0.678
"909","3","s2","load1","r2",0.861
"910","3","s2","load1","r1",1.3
"911","3","s1","load1","r1",0.802
"912","3","s1","load1","r2",1.043
"913","3","s1","load1","r2",1.259
"914","3","s1","load1","r1",0.742
"915","3","s1","load1","r1",0.713
"916","3","s2","load1","r2",0.972
"917","3","s2","load1","r2",1.072
"918","3","s1","load1","r1",0.96
"919","3","s1","load1","r1",0.781
"920","3","s1","load1","r1",0.858
"921","3","s1","load1","r1",0.721
"922","3","s2","load1","r2",0.66
"923","3","s1","load1","r2",0.605
"924","3","s2","load1","r2",0.668
"925","3","s1","load1","r1",0.669
"926","3","s1","load1","r1",1.158
"927","3","s1","load1","r1",0.809
"928","3","s1","load1","r2",1.038
"929","3","s2","load1","r2",0.536
"930","3","s1","load1","r2",0.582
"931","3","s2","load1","r2",0.833
"932","3","s2","load0","r2",0.952
"933","3","s1","load0","r1",0.685
"934","3","s2","load0","r2",0.865
"935","3","s1","load0","r1",0.513
"936","3","s1","load0","r2",0.883
"937","3","s2","load0","r1",0.774
"938","3","s2","load0","r2",0.638
"939","3","s2","load0","r2",0.818
"940","3","s2","load0","r1",0.652
"941","3","s2","load0","r2",0.983
"942","3","s1","load0","r1",0.727
"943","3","s1","load0","r2",0.436
"944","3","s1","load0","r1",0.688
"945","3","s1","load0","r2",1.131
"946","3","s1","load0","r2",0.693
"947","3","s2","load0","r2",0.632
"948","3","s1","load0","r1",0.571
"949","3","s1","load0","r1",0.515
"950","3","s2","load0","r1",0.616
"951","3","s1","load0","r1",0.605
"952","3","s1","load0","r2",0.832
"953","3","s1","load0","r1",0.533
"954","3","s2","load0","r1",0.923
"955","3","s2","load0","r2",0.798
"956","3","s2","load0","r1",0.773
"957","3","s1","load0","r2",0.683
"958","3","s2","load1","r2",0.56
"959","3","s1","load1","r2",0.854
"960","3","s2","load1","r2",0.539
"961","3","s1","load1","r2",0.57
"962","3","s1","load1","r1",0.726
"963","3","s2","load1","r1",0.552
"964","3","s2","load1","r2",0.947
"965","3","s2","load1","r2",1.32
"966","3","s1","load1","r1",0.676
"967","3","s1","load1","r1",0.678
"968","3","s1","load1","r1",0.544
"969","3","s2","load1","r1",0.852
"970","3","s2","load1","r1",1.591
"971","3","s2","load1","r2",0.862
"972","3","s1","load1","r2",0.645
"973","3","s1","load1","r2",0.804
"974","3","s1","load1","r2",0.969
"975","3","s2","load1","r2",0.707
"976","3","s2","load1","r2",0.542
"977","3","s2","load1","r2",0.707
"978","3","s2","load1","r2",1.005
"979","3","s2","load1","r1",1.067
"980","3","s2","load1","r1",1.034
"981","3","s2","load1","r1",0.579
"982","3","s1","load1","r1",0.75
"983","3","s1","load1","r2",0.633
"984","3","s2","load0","r2",0.855
"985","3","s1","load0","r2",0.622
"986","3","s2","load0","r2",0.78
"987","3","s2","load0","r2",0.828
"988","3","s1","load0","r2",0.947
"989","3","s2","load0","r2",0.707
"990","3","s1","load0","r1",0.566
"991","3","s2","load0","r2",0.584
"992","3","s2","load0","r2",0.743
"993","3","s1","load0","r2",0.989
"994","3","s2","load0","r2",0.853
"995","3","s2","load0","r2",0.672
"996","3","s1","load0","r2",0.553
"997","3","s1","load0","r1",0.827
"998","3","s2","load0","r1",0.809
"999","3","s2","load0","r2",1.046
"1000","3","s2","load0","r2",0.745
"1001","3","s2","load0","r2",0.7
"1002","3","s1","load0","r1",0.918
"1003","3","s2","load0","r2",0.627
"1004","3","s2","load0","r1",0.8
"1005","3","s2","load0","r2",1.159
"1006","3","s2","load0","r1",1.016
"1007","3","s1","load0","r1",0.65
"1008","3","s1","load0","r2",0.634
"1009","3","s1","load0","r1",1.029
"1010","3","s2","load1","r2",1.361
"1011","3","s2","load1","r2",1.657
"1012","3","s1","load1","r2",0.889
"1013","3","s2","load1","r2",0.719
"1014","3","s1","load1","r1",0.647
"1015","3","s1","load1","r1",0.554
"1016","3","s2","load1","r2",0.838
"1017","3","s2","load1","r2",1.413
"1018","3","s2","load1","r2",1.039
"1019","3","s1","load1","r1",0.881
"1020","3","s1","load1","r1",1.065
"1021","3","s1","load1","r1",0.616
"1022","3","s1","load1","r1",0.9
"1023","3","s1","load1","r1",0.915
"1024","3","s1","load1","r2",0.98
"1025","3","s1","load1","r2",1.207
"1026","3","s1","load1","r1",0.964
"1027","3","s2","load1","r2",0.687
"1028","3","s1","load1","r1",1.219
"1029","3","s1","load1","r1",0.915
"1030","3","s2","load1","r2",1.027
"1031","3","s2","load1","r2",0.78
"1032","3","s2","load1","r2",0.905
"1033","3","s1","load1","r1",1.338
"1034","3","s2","load1","r2",0.948
"1035","3","s2","load1","r2",0.89
"1036","3","s1","load0","r1",0.818
"1037","3","s1","load0","r1",0.685
"1038","3","s1","load0","r1",0.606
"1039","3","s2","load0","r2",0.791
"1040","3","s2","load0","r2",1.152
"1041","3","s2","load0","r2",1.24
"1042","3","s1","load0","r1",0.681
"1043","3","s2","load0","r2",0.73
"1044","3","s2","load0","r2",0.547
"1045","3","s2","load0","r2",0.811
"1046","3","s2","load0","r1",0.911
"1047","3","s2","load0","r2",1.303
"1048","3","s1","load0","r1",0.894
"1049","3","s2","load0","r2",0.784
"1050","3","s1","load0","r2",0.766
"1051","3","s1","load0","r1",0.711
"1052","3","s1","load0","r2",0.683
"1053","3","s1","load0","r1",0.6
"1054","3","s2","load0","r2",0.634
"1055","3","s2","load0","r2",0.682
"1056","3","s1","load0","r1",0.601
"1057","3","s1","load0","r2",0.776
"1058","3","s2","load0","r2",0.626
"1059","3","s1","load0","r1",0.938
"1060","3","s2","load0","r2",0.544
"1061","3","s2","load0","r2",0.566
"1062","3","s1","load1","r2",0.779
"1063","3","s1","load1","r2",0.866
"1064","3","s1","load1","r2",0.785
"1065","3","s1","load1","r2",0.739
"1066","3","s2","load1","r2",0.848
"1067","3","s2","load1","r2",0.828
"1068","3","s1","load1","r2",1.052
"1069","3","s1","load1","r2",0.716
"1070","3","s2","load1","r2",1.029
"1071","3","s2","load1","r2",0.689
"1072","3","s2","load1","r2",0.904
"1073","3","s2","load1","r2",0.601
"1074","3","s2","load1","r2",0.627
"1075","3","s2","load1","r2",1.319
"1076","3","s2","load1","r2",0.635
"1077","3","s2","load1","r2",0.729
"1078","3","s2","load1","r2",0.641
"1079","3","s2","load1","r1",0.751
"1080","3","s1","load1","r1",0.671
"1081","3","s2","load1","r2",0.729
"1082","3","s2","load1","r2",0.624
"1083","3","s2","load1","r2",1.419
"1084","3","s2","load1","r2",1.038
"1085","3","s1","load1","r1",1.049
"1086","3","s1","load1","r1",0.792
"1087","3","s2","load1","r1",0.869
"1088","3","s1","load0","r1",1.027
"1089","3","s2","load0","r2",0.768
"1090","3","s1","load0","r1",0.859
"1091","3","s2","load0","r1",0.874
"1092","3","s1","load0","r1",0.984
"1093","3","s1","load0","r1",0.641
"1094","3","s1","load0","r1",0.897
"1095","3","s2","load0","r2",0.638
"1096","3","s2","load0","r2",0.662
"1097","3","s2","load0","r2",0.784
"1098","3","s1","load0","r1",0.519
"1099","3","s2","load0","r2",0.72
"1100","3","s1","load0","r1",0.528
"1101","3","s2","load0","r2",0.698
"1102","3","s2","load0","r2",0.652
"1103","3","s1","load0","r1",0.772
"1104","3","s1","load0","r1",0.564
"1105","3","s2","load0","r2",1.178
"1106","3","s2","load0","r2",0.752
"1107","3","s1","load0","r1",0.528
"1108","3","s2","load0","r1",0.767
"1109","3","s1","load0","r2",1.322
"1110","3","s2","load0","r2",0.591
"1111","3","s2","load0","r1",0.501
"1112","3","s1","load0","r1",0.858
"1113","3","s2","load0","r2",0.65
"1114","3","s2","load0","r1",0.567
"1115","3","s1","load0","r1",0.623
"1116","3","s2","load0","r2",1.417
"1117","3","s1","load1","r1",0.698
"1118","3","s2","load1","r2",0.678
"1119","3","s1","load1","r1",0.769
"1120","3","s1","load1","r1",0.741
"1121","3","s1","load1","r1",0.707
"1122","3","s1","load1","r1",0.743
"1123","3","s1","load1","r1",0.66
"1124","3","s1","load1","r1",1.037
"1125","3","s2","load1","r2",0.693
"1126","3","s1","load1","r1",0.897
"1127","3","s1","load1","r1",0.903
"1128","3","s2","load1","r2",0.829
"1129","3","s2","load1","r2",0.962
"1130","3","s2","load1","r2",1.034
"1131","3","s2","load1","r2",0.842
"1132","3","s1","load1","r2",0.909
"1133","3","s1","load1","r1",1.05
"1134","3","s2","load1","r2",0.648
"1135","3","s1","load1","r2",0.599
"1136","3","s2","load1","r2",0.627
"1137","3","s2","load1","r2",0.77
"1138","3","s2","load1","r2",0.539
"1139","3","s2","load1","r2",0.965
"1140","3","s2","load1","r2",0.619
"1141","3","s2","load1","r2",0.755
"1142","3","s2","load1","r2",0.575
"1143","3","s1","load0","r1",0.7
"1144","3","s1","load0","r1",0.672
"1145","3","s1","load0","r1",1.231
"1146","3","s2","load0","r2",0.788
"1147","3","s1","load0","r1",1.317
"1148","3","s2","load0","r2",0.664
"1149","3","s1","load0","r1",0.672
"1150","3","s2","load0","r2",0.559
"1151","3","s1","load0","r2",0.597
"1152","3","s2","load0","r2",0.718
"1153","3","s1","load0","r1",0.686
"1154","3","s1","load0","r1",0.747
"1155","3","s2","load0","r1",0.767
"1156","3","s2","load0","r2",0.669
"1157","3","s2","load0","r2",0.687
"1158","3","s1","load0","r1",1.016
"1159","3","s2","load0","r2",0.587
"1160","3","s1","load0","r1",0.725
"1161","3","s1","load0","r1",0.478
"1162","3","s2","load0","r2",0.891
"1163","3","s1","load0","r1",0.48
"1164","3","s2","load0","r2",1.047
"1165","3","s2","load0","r1",0.962
"1166","3","s2","load0","r2",0.833
"1167","3","s1","load0","r1",0.571
"1168","3","s1","load0","r1",0.457
"1169","3","s1","load1","r1",0.582
"1170","3","s2","load1","r2",0.717
"1171","3","s2","load1","r1",0.691
"1172","3","s2","load1","r2",0.697
"1173","3","s1","load1","r1",0.751
"1174","3","s1","load1","r1",0.901
"1175","3","s1","load1","r1",0.732
"1176","3","s1","load1","r1",0.607
"1177","3","s2","load1","r2",0.922
"1178","3","s1","load1","r2",0.7
"1179","3","s1","load1","r1",1.04
"1180","3","s2","load1","r1",0.899
"1181","3","s1","load1","r1",0.762
"1182","3","s2","load1","r2",0.753
"1183","3","s1","load1","r2",0.957
"1184","3","s2","load1","r2",0.786
"1185","3","s1","load1","r2",0.53
"1186","3","s1","load1","r2",0.61
"1187","3","s2","load1","r2",0.542
"1188","3","s1","load1","r2",0.543
"1189","3","s1","load1","r1",0.54
"1190","3","s1","load1","r1",0.742
"1191","3","s2","load1","r2",0.851
"1192","3","s1","load1","r1",0.659
"1193","3","s2","load1","r2",0.961
"1194","3","s2","load1","r2",0.587
"1195","3","s2","load0","r2",0.84
"1196","3","s1","load0","r1",0.703
"1197","3","s2","load0","r2",0.582
"1198","3","s1","load0","r1",0.495
"1199","3","s2","load0","r2",0.468
"1200","3","s2","load0","r2",0.72
"1201","3","s2","load0","r1",0.563
"1202","3","s1","load0","r1",0.525
"1203","3","s2","load0","r2",0.626
"1204","3","s2","load0","r1",0.577
"1205","3","s2","load0","r2",0.598
"1206","3","s1","load0","r2",0.685
"1207","3","s1","load0","r1",0.791
"1208","4","s1","load0","r1",0.944
"1209","4","s2","load0","r2",0.986
"1210","4","s1","load0","r2",0.901
"1211","4","s1","load0","r2",1.108
"1212","4","s1","load0","r2",1.196
"1213","4","s1","load0","r1",1.343
"1214","4","s1","load0","r1",0.938
"1215","4","s2","load0","r2",0.911
"1216","4","s2","load0","r1",1.101
"1217","4","s2","load0","r2",0.875
"1218","4","s2","load0","r1",1.102
"1219","4","s1","load0","r1",1.419
"1220","4","s2","load0","r1",1.241
"1221","4","s1","load0","r1",1.238
"1222","4","s1","load0","r1",0.97
"1223","4","s2","load0","r2",0.88
"1224","4","s1","load0","r2",1.194
"1225","4","s2","load0","r2",0.736
"1226","4","s1","load0","r2",0.779
"1227","4","s2","load0","r2",0.635
"1228","4","s2","load0","r2",4.016
"1229","4","s1","load0","r2",0.925
"1230","4","s1","load0","r1",1.134
"1231","4","s1","load0","r1",1.406
"1232","4","s1","load0","r1",1.187
"1233","4","s1","load0","r1",1.11
"1234","4","s2","load0","r2",1.355
"1235","4","s2","load0","r1",1.222
"1236","4","s2","load0","r1",1.136
"1237","4","s2","load1","r1",1.159
"1238","4","s1","load1","r1",1.004
"1239","4","s1","load1","r1",0.623
"1240","4","s2","load1","r2",0.559
"1241","4","s1","load1","r2",0.763
"1242","4","s1","load1","r1",0.589
"1243","4","s2","load1","r1",1.22
"1244","4","s2","load1","r1",0.885
"1245","4","s2","load1","r2",1.257
"1246","4","s2","load1","r2",0.814
"1247","4","s1","load1","r2",1.486
"1248","4","s1","load1","r1",1.289
"1249","4","s1","load1","r1",0.953
"1250","4","s1","load1","r1",1.004
"1251","4","s2","load0","r1",1.197
"1252","4","s2","load0","r2",0.966
"1253","4","s2","load0","r2",1.122
"1254","4","s1","load0","r1",0.679
"1255","4","s1","load0","r1",0.779
"1256","4","s1","load0","r1",0.826
"1257","4","s1","load0","r1",1.397
"1258","4","s2","load0","r2",0.742
"1259","4","s2","load0","r2",0.521
"1260","4","s1","load0","r1",0.935
"1261","4","s1","load0","r2",1.27
"1262","4","s1","load0","r2",1.071
"1263","4","s2","load0","r2",0.924
"1264","4","s1","load1","r2",1.189
"1265","4","s2","load1","r2",1.804
"1266","4","s1","load1","r2",0.932
"1267","4","s2","load1","r2",1.173
"1268","4","s1","load1","r2",0.844
"1269","4","s1","load1","r2",1.002
"1270","4","s1","load1","r1",0.875
"1271","4","s2","load1","r2",0.822
"1272","4","s2","load1","r2",0.947
"1273","4","s2","load1","r2",0.685
"1274","4","s1","load1","r2",0.531
"1275","4","s2","load1","r2",1.676
"1276","4","s1","load1","r2",1.123
"1277","4","s2","load1","r2",1.088
"1278","4","s1","load0","r1",1.61
"1279","4","s2","load0","r1",1.048
"1280","4","s1","load0","r1",0.939
"1281","4","s1","load0","r1",0.905
"1282","4","s1","load0","r2",0.984
"1283","4","s1","load0","r2",0.882
"1284","4","s1","load0","r2",1.048
"1285","4","s1","load0","r2",1.243
"1286","4","s2","load0","r2",0.895
"1287","4","s1","load0","r2",0.759
"1288","4","s1","load0","r2",1.875
"1289","4","s2","load0","r1",1.347
"1290","4","s2","load0","r2",0.876
"1291","4","s1","load0","r1",1.56
"1292","4","s2","load0","r2",1.378
"1293","4","s1","load0","r2",1.071
"1294","4","s1","load0","r1",0.738
"1295","4","s1","load0","r1",1.02
"1296","4","s1","load0","r1",1.104
"1297","4","s2","load0","r2",1.033
"1298","4","s1","load0","r1",1.04
"1299","4","s2","load0","r1",1.493
"1300","4","s1","load0","r2",1.153
"1301","4","s2","load0","r1",0.994
"1302","4","s1","load0","r2",1.599
"1303","4","s2","load0","r2",0.619
"1304","4","s2","load0","r1",3.343
"1305","4","s1","load0","r1",1.544
"1306","4","s2","load0","r1",1.041
"1307","4","s2","load0","r2",1.071
"1308","4","s1","load0","r1",0.888
"1309","4","s2","load0","r1",0.728
"1310","4","s2","load0","r2",1.062
"1311","4","s2","load0","r1",0.712
"1312","4","s1","load0","r1",0.952
"1313","4","s1","load0","r2",1.585
"1314","4","s1","load0","r1",0.981
"1315","4","s1","load0","r1",0.862
"1316","4","s1","load0","r1",1.64
"1317","4","s2","load0","r1",0.803
"1318","4","s1","load0","r1",0.531
"1319","4","s1","load0","r1",0.728
"1320","4","s1","load0","r1",0.822
"1321","4","s1","load0","r2",1.661
"1322","4","s2","load0","r1",1.148
