"","s","S","F","R","RT","congruent","OverallAcc","WMC"
"47845","46","s2","A","r2",0.451,"0",1,"H"
"47846","46","s1","A","r1",0.539,"1",1,"H"
"47847","46","s1","A","r1",0.528,"0",1,"H"
"47848","46","s1","A","r1",0.436,"1",1,"H"
"47849","46","s2","A","r2",0.381,"1",1,"H"
"47850","46","s1","A","r1",0.424,"1",1,"H"
"47851","46","s2","A","r2",0.433,"0",1,"H"
"47852","46","s2","A","r2",0.442,"1",1,"H"
"47853","46","s2","A","r2",0.419,"1",1,"H"
"47854","46","s1","A","r1",0.524,"0",1,"H"
"47855","46","s1","A","r1",0.464,"1",1,"H"
"47856","46","s1","A","r1",0.584,"0",1,"H"
"47857","46","s2","A","r2",0.49,"1",1,"H"
"47858","46","s1","A","r1",0.431,"0",1,"H"
"47859","46","s1","A","r1",0.504,"1",1,"H"
"47860","46","s1","A","r1",0.478,"1",1,"H"
"47861","46","s1","A","r1",0.42,"1",1,"H"
"47862","46","s2","A","r2",0.446,"1",1,"H"
"47863","46","s2","A","r2",0.454,"0",1,"H"
"47864","46","s1","A","r1",0.462,"1",1,"H"
"47865","46","s1","A","r1",0.373,"1",1,"H"
"47866","46","s1","A","r1",0.433,"1",1,"H"
"47867","46","s2","A","r2",0.489,"1",1,"H"
"47868","46","s2","A","r2",0.528,"0",1,"H"
"47869","46","s1","A","r1",0.436,"1",1,"H"
"47870","46","s1","A","r1",0.429,"1",1,"H"
"47871","46","s2","A","r2",0.502,"1",1,"H"
"47872","46","s1","A","r1",0.46,"1",1,"H"
"47873","46","s1","A","r1",0.452,"0",1,"H"
"47874","46","s2","A","r2",0.395,"0",1,"H"
"47875","46","s1","A","r1",0.39,"1",1,"H"
"47876","46","s2","A","r2",0.417,"0",1,"H"
"47877","46","s2","A","r2",0.426,"1",1,"H"
"47878","46","s2","A","r2",0.387,"1",1,"H"
"47879","46","s2","A","r2",0.35,"1",1,"H"
"47880","46","s2","A","r2",0.363,"1",1,"H"
"47881","46","s1","A","r1",0.367,"1",1,"H"
"47882","46","s2","A","r2",0.442,"0",1,"H"
"47883","46","s2","A","r2",0.435,"0",1,"H"
"47884","46","s2","A","r2",0.412,"1",1,"H"
"47885","46","s1","A","r1",0.357,"1",1,"H"
"47886","46","s2","A","r2",0.353,"1",1,"H"
"47887","46","s1","A","r1",0.398,"1",1,"H"
"47888","46","s2","A","r2",0.376,"1",1,"H"
"47889","46","s2","A","r2",0.404,"0",1,"H"
"47890","46","s2","A","r2",0.398,"0",1,"H"
"47891","46","s1","A","r1",0.472,"1",1,"H"
"47892","46","s2","A","r2",0.367,"1",1,"H"
"47893","46","s2","A","r2",0.427,"0",1,"H"
"47894","46","s1","A","r1",0.371,"1",1,"H"
"47895","46","s2","A","r2",0.399,"1",1,"H"
"47896","46","s2","A","r2",0.361,"1",1,"H"
"47897","46","s1","A","r1",0.405,"0",1,"H"
"47898","46","s1","A","r1",0.415,"1",1,"H"
"47899","46","s2","A","r2",0.392,"1",1,"H"
"47900","46","s2","A","r2",0.403,"1",1,"H"
"47901","46","s2","A","r2",0.35,"1",1,"H"
"47902","46","s1","A","r1",0.378,"0",1,"H"
"47903","46","s1","A","r1",0.421,"1",1,"H"
"47904","46","s2","A","r2",0.398,"1",1,"H"
"47905","46","s2","A","r2",0.424,"1",1,"H"
"47906","46","s1","A","r1",0.45,"1",1,"H"
"47907","46","s1","A","r1",0.41,"1",1,"H"
"47908","46","s1","A","r1",0.467,"0",1,"H"
"47909","46","s1","A","r1",0.571,"1",1,"H"
"47910","46","s1","A","r1",0.445,"0",1,"H"
"47911","46","s1","A","r1",0.421,"1",1,"H"
"47912","46","s1","A","r1",0.703,"0",1,"H"
"47913","46","s2","A","r2",0.475,"1",1,"H"
"47914","46","s1","A","r1",0.401,"1",1,"H"
"47915","46","s1","A","r1",0.396,"1",1,"H"
"47916","46","s2","A","r2",0.422,"0",1,"H"
"47917","46","s1","A","r1",0.446,"1",1,"H"
"47918","46","s2","A","r2",0.406,"1",1,"H"
"47919","46","s2","A","r2",0.432,"1",1,"H"
"47920","46","s1","A","r1",0.409,"1",1,"H"
"47921","46","s2","A","r2",0.434,"1",1,"H"
"47922","46","s1","A","r1",0.427,"1",1,"H"
"47923","46","s1","A","r1",0.388,"1",1,"H"
"47924","46","s2","A","r2",0.398,"1",1,"H"
"47925","46","s2","A","r2",0.489,"0",1,"H"
"47926","46","s1","A","r1",0.495,"0",1,"H"
"47927","46","s2","A","r2",0.421,"1",1,"H"
"47928","46","s1","A","r1",0.446,"1",1,"H"
"47929","46","s2","A","r2",0.454,"1",1,"H"
"47930","46","s2","A","r2",0.398,"0",1,"H"
"47931","46","s2","A","r2",0.44,"1",1,"H"
"47932","46","s2","A","r2",0.4,"1",1,"H"
"47933","46","s1","A","r1",0.443,"1",1,"H"
"47934","46","s1","A","r1",0.515,"1",1,"H"
"47935","46","s2","A","r2",0.36,"1",1,"H"
"47936","46","s1","A","r2",0.356,"1",0,"H"
"47937","46","s1","A","r1",0.416,"1",1,"H"
"47938","46","s2","A","r2",0.442,"1",1,"H"
"47939","46","s2","A","r2",0.434,"1",1,"H"
"47940","46","s2","A","r2",0.443,"1",1,"H"
"47941","46","s2","A","r2",0.371,"1",1,"H"
"47942","46","s2","A","r2",0.446,"0",1,"H"
"47943","46","s2","A","r2",0.39,"1",1,"H"
"47944","46","s2","A","r2",0.401,"1",1,"H"
"47945","46","s1","A","r1",0.411,"1",1,"H"
"47946","46","s2","A","r2",0.437,"1",1,"H"
"47947","46","s1","A","r1",0.477,"1",1,"H"
"47948","46","s2","A","r2",0.436,"1",1,"H"
"47949","46","s1","A","r1",0.541,"0",1,"H"
"47950","46","s1","A","r1",0.465,"0",1,"H"
"47951","46","s1","A","r1",0.408,"1",1,"H"
"47952","46","s1","A","r1",0.418,"1",1,"H"
"47953","46","s2","A","r2",0.396,"1",1,"H"
"47954","46","s1","A","r1",0.406,"1",1,"H"
"47955","46","s1","A","r1",0.415,"0",1,"H"
"47956","46","s1","A","r1",0.425,"1",1,"H"
"47957","46","s1","A","r1",0.37,"1",1,"H"
"47958","46","s2","A","r2",0.461,"1",1,"H"
"47959","46","s2","A","r2",0.452,"0",1,"H"
"47960","46","s1","A","r1",0.429,"0",1,"H"
"47961","46","s1","A","r1",0.501,"1",1,"H"
"47962","46","s2","A","r2",0.459,"1",1,"H"
"47963","46","s2","A","r2",0.402,"1",1,"H"
"47964","46","s1","A","r1",0.508,"0",1,"H"
"47965","46","s2","A","r2",0.466,"1",1,"H"
"47966","46","s1","A","r1",0.425,"0",1,"H"
"47967","46","s2","A","r2",0.419,"0",1,"H"
"47968","46","s2","A","r2",0.508,"1",1,"H"
"47969","46","s2","A","r2",0.386,"1",1,"H"
"47970","46","s1","A","r1",0.429,"1",1,"H"
"47971","46","s2","A","r2",0.469,"1",1,"H"
"47972","46","s1","A","r1",0.477,"1",1,"H"
"47973","46","s1","A","r1",0.531,"0",1,"H"
"47974","46","s1","A","r1",0.408,"1",1,"H"
"47975","46","s1","A","r1",0.53,"1",1,"H"
"47976","46","s1","A","r1",0.47,"1",1,"H"
"47977","46","s2","A","r2",0.461,"1",1,"H"
"47978","46","s2","A","r2",0.501,"0",1,"H"
"47979","46","s1","A","r1",0.458,"1",1,"H"
"47980","46","s1","A","r1",0.45,"1",1,"H"
"47981","46","s2","A","r2",0.462,"1",1,"H"
"47982","46","s2","A","r2",0.406,"1",1,"H"
"47983","46","s2","A","r2",0.384,"1",1,"H"
"47984","46","s1","A","r1",0.395,"1",1,"H"
"47985","46","s1","A","r1",0.357,"1",1,"H"
"47986","46","s2","A","r2",0.449,"1",1,"H"
"47987","46","s2","A","r2",0.537,"0",1,"H"
"47988","46","s2","A","r2",0.366,"1",1,"H"
"47989","46","s2","A","r2",0.409,"1",1,"H"
"47990","46","s2","A","r2",0.419,"1",1,"H"
"47991","46","s2","A","r2",0.493,"0",1,"H"
"47992","46","s2","A","r2",0.371,"1",1,"H"
"47993","46","s1","A","r1",0.415,"1",1,"H"
"47994","46","s2","A","r2",0.392,"1",1,"H"
"47995","46","s2","A","r2",0.387,"0",1,"H"
"47996","46","s2","A","r2",0.414,"1",1,"H"
"47997","46","s1","A","r1",0.44,"1",1,"H"
"47998","46","s2","A","r2",0.448,"1",1,"H"
"47999","46","s2","A","r2",0.408,"1",1,"H"
"48000","46","s1","A","r1",0.482,"1",1,"H"
"48001","46","s1","A","r1",0.409,"1",1,"H"
"48002","46","s2","A","r2",0.419,"1",1,"H"
"48003","46","s2","A","r2",0.685,"0",1,"H"
"48004","46","s1","A","r1",0.41,"1",1,"H"
"48005","46","s1","A","r1",0.468,"1",1,"H"
"48006","46","s2","A","r2",0.459,"0",1,"H"
"48007","46","s1","A","r1",0.467,"1",1,"H"
"48008","46","s1","A","r1",0.426,"1",1,"H"
"48009","46","s1","A","r1",0.532,"0",1,"H"
"48010","46","s2","A","r2",0.44,"0",1,"H"
"48011","46","s2","A","r2",0.449,"0",1,"H"
"48012","46","s1","A","r1",0.536,"0",1,"H"
"48013","46","s1","A","r1",0.444,"1",1,"H"
"48014","46","s1","A","r1",0.484,"1",1,"H"
"48015","46","s2","A","r2",0.475,"1",1,"H"
"48016","46","s1","A","r1",0.465,"1",1,"H"
"48017","46","s2","A","r2",0.424,"1",1,"H"
"48018","46","s1","A","r1",0.433,"1",1,"H"
"48019","46","s1","A","r1",0.506,"1",1,"H"
"48020","46","s1","A","r2",0.448,"0",0,"H"
"48021","46","s2","A","r2",0.408,"0",1,"H"
"48022","46","s2","A","r2",0.417,"0",1,"H"
"48023","46","s2","A","r2",0.443,"1",1,"H"
"48024","46","s1","A","r1",0.547,"0",1,"H"
"48025","46","s2","A","r2",0.406,"1",1,"H"
"48026","46","s2","A","r2",0.432,"1",1,"H"
"48027","46","s2","A","r2",0.424,"0",1,"H"
"48028","46","s1","A","r1",0.481,"1",1,"H"
"48029","46","s2","A","r2",0.408,"1",1,"H"
"48030","46","s1","A","r1",0.433,"1",1,"H"
"48031","46","s1","A","r1",0.442,"1",1,"H"
"48032","46","s1","A","r1",0.482,"0",1,"H"
"48033","46","s2","A","r2",0.424,"1",1,"H"
"48034","46","s2","A","r2",0.738,"0",1,"H"
"48035","46","s2","A","r2",0.413,"1",1,"H"
"48036","46","s2","A","r2",0.439,"0",1,"H"
"48037","46","s1","A","r1",0.511,"1",1,"H"
"48038","46","s1","A","r1",0.421,"1",1,"H"
"48039","46","s1","A","r2",0.446,"1",0,"H"
"48040","46","s2","A","r2",0.422,"0",1,"H"
"48041","46","s1","A","r1",0.415,"1",1,"H"
"48042","46","s2","A","r2",0.393,"1",1,"H"
"48043","46","s2","A","r2",0.436,"1",1,"H"
"48044","46","s1","A","r1",0.412,"1",1,"H"
"48045","46","s1","A","r1",0.422,"1",1,"H"
"48046","46","s1","A","r1",0.431,"1",1,"H"
"48047","46","s2","A","r2",0.455,"1",1,"H"
"48048","46","s1","A","r1",0.415,"0",1,"H"
"48049","46","s2","A","r2",0.425,"1",1,"H"
"48050","46","s2","A","r2",0.482,"1",1,"H"
"48051","46","s2","A","r2",0.489,"1",1,"H"
"48052","46","s1","A","r1",0.623,"1",1,"H"
"48053","46","s1","A","r1",0.496,"0",1,"H"
"48054","46","s1","A","r1",0.454,"1",1,"H"
"48055","46","s1","A","r1",0.462,"1",1,"H"
"48056","46","s2","A","r2",0.453,"1",1,"H"
"48057","46","s1","A","r1",0.493,"1",1,"H"
"48058","46","s2","A","r2",0.468,"1",1,"H"
"48059","46","s2","A","r2",0.427,"1",1,"H"
"48060","46","s2","A","r2",0.419,"1",1,"H"
"48061","46","s2","A","r2",0.652,"0",1,"H"
"48062","46","s1","A","r1",0.475,"0",1,"H"
"48063","46","s1","A","r1",0.466,"1",1,"H"
"48064","46","s1","A","r1",0.457,"1",1,"H"
"48065","46","s2","A","r2",0.417,"1",1,"H"
"48066","46","s1","A","r1",0.49,"1",1,"H"
"48067","46","s2","A","r2",0.481,"1",1,"H"
"48068","46","s1","A","r1",1.047,"0",1,"H"
"48069","46","s2","A","r2",0.453,"0",1,"H"
"48070","46","s2","A","r2",0.445,"1",1,"H"
"48071","46","s2","A","r2",0.469,"1",1,"H"
"48072","46","s1","A","r1",0.444,"1",1,"H"
"48073","46","s1","A","r1",0.452,"1",1,"H"
"48074","46","s1","A","r1",0.444,"1",1,"H"
"48075","46","s1","A","r1",0.42,"0",1,"H"
"48076","46","s1","A","r1",0.414,"1",1,"H"
"48077","46","s1","A","r1",0.471,"0",1,"H"
"48078","46","s2","A","r2",0.415,"1",1,"H"
"48079","46","s1","A","r1",0.488,"1",1,"H"
"48080","46","s2","A","r2",0.479,"1",1,"H"
"48081","46","s1","A","r1",0.622,"1",1,"H"
"48082","46","s2","A","r2",0.478,"1",1,"H"
"48083","46","s2","A","r2",0.453,"0",1,"H"
"48084","46","s1","A","r1",0.397,"1",1,"H"
"48085","46","s2","A","r2",0.455,"0",1,"H"
"48086","46","s1","A","r1",0.399,"1",1,"H"
"48087","46","s1","A","r1",0.425,"1",1,"H"
"48088","46","s2","A","r2",0.45,"0",1,"H"
"48089","46","s2","A","r2",0.442,"1",1,"H"
"48090","46","s2","A","r2",0.419,"1",1,"H"
"48091","46","s1","A","r1",0.46,"1",1,"H"
"48092","46","s2","A","r2",0.42,"1",1,"H"
"48093","46","s1","A","r1",0.414,"1",1,"H"
"48094","46","s1","A","r2",0.407,"0",0,"H"
"48095","46","s2","A","r2",0.433,"1",1,"H"
"48096","46","s2","A","r2",0.442,"1",1,"H"
"48097","46","s2","A","r2",0.435,"1",1,"H"
"48098","46","s2","A","r2",0.57,"0",1,"H"
"48099","46","s1","A","r1",0.637,"1",1,"H"
"48100","46","s1","A","r1",0.445,"0",1,"H"
"48101","46","s1","A","r1",0.485,"1",1,"H"
"48102","46","s2","A","r2",0.493,"1",1,"H"
"48103","46","s2","A","r2",0.514,"0",1,"H"
"48104","46","s1","A","r1",0.439,"1",1,"H"
"48105","46","s1","A","r1",0.447,"1",1,"H"
"48106","46","s1","A","r1",0.455,"1",1,"H"
"48107","46","s1","A","r1",0.479,"1",1,"H"
"48108","46","s1","A","r1",0.502,"1",1,"H"
"48109","46","s2","A","r2",0.428,"1",1,"H"
"48110","46","s2","A","r2",0.484,"1",1,"H"
"48111","46","s2","A","r2",0.507,"0",1,"H"
"48112","46","s2","A","r2",0.465,"1",1,"H"
"48113","46","s1","A","r1",0.44,"1",1,"H"
"48114","46","s1","A","r1",0.433,"1",1,"H"
"48115","46","s2","A","r2",0.457,"0",1,"H"
"48116","46","s2","A","r2",0.449,"1",1,"H"
"48117","46","s2","A","r2",0.441,"1",1,"H"
"48118","46","s2","A","r2",0.385,"1",1,"H"
"48119","46","s1","A","r1",0.412,"1",1,"H"
"48120","46","s2","A","r2",0.438,"1",1,"H"
"48121","46","s2","A","r2",0.43,"1",1,"H"
"48122","46","s1","A","r1",0.454,"1",1,"H"
"48123","46","s1","A","r1",0.478,"0",1,"H"
"48124","46","s1","A","r1",0.436,"1",1,"H"
"48125","46","s2","A","r2",0.445,"1",1,"H"
"48126","46","s1","A","r1",0.437,"1",1,"H"
"48127","46","s1","A","r1",0.445,"1",1,"H"
"48128","46","s1","A","r1",0.469,"0",1,"H"
"48129","46","s2","A","r2",0.541,"1",1,"H"
"48130","46","s1","A","r1",0.432,"1",1,"H"
"48131","46","s2","A","r2",0.409,"1",1,"H"
"48132","46","s1","A","r1",0.402,"0",1,"H"
"48133","46","s1","A","r1",0.429,"1",1,"H"
"48134","46","s1","A","r1",0.437,"0",1,"H"
"48135","46","s2","A","r2",0.478,"1",1,"H"
"48136","46","s1","A","r1",0.469,"0",1,"H"
"48137","46","s1","A","r1",0.428,"1",1,"H"
"48138","46","s2","A","r2",0.517,"1",1,"H"
"48139","46","s1","A","r1",0.538,"1",1,"H"
"48140","46","s2","A","r2",0.43,"1",1,"H"
"48141","46","s1","A","r1",0.407,"1",1,"H"
"48142","46","s2","A","r2",0.433,"1",1,"H"
"48143","46","s1","A","r1",0.458,"0",1,"H"
"48144","46","s1","A","r1",0.45,"0",1,"H"
"48145","46","s2","A","r2",0.618,"1",1,"H"
"48146","46","s1","A","r1",0.458,"1",1,"H"
"48147","46","s1","A","r1",0.45,"0",1,"H"
"48148","46","s1","A","r1",0.474,"1",1,"H"
"48149","46","s2","A","r2",0.465,"1",1,"H"
"48150","46","s1","A","r1",0.585,"1",1,"H"
"48151","46","s1","A","r1",0.458,"0",1,"H"
"48152","46","s2","A","r2",0.53,"1",1,"H"
"48153","46","s2","A","r2",0.39,"1",1,"H"
"48154","46","s1","A","r1",0.449,"1",1,"H"
"48155","46","s1","A","r1",0.409,"1",1,"H"
"48156","46","s2","A","r2",0.467,"1",1,"H"
"48157","46","s1","A","r1",0.427,"1",1,"H"
"48158","46","s1","A","r1",0.483,"1",1,"H"
"48159","46","s2","A","r2",0.506,"1",1,"H"
"48160","46","s2","A","r2",0.464,"0",1,"H"
"48161","46","s2","A","r2",0.583,"1",1,"H"
"48162","46","s1","A","r1",0.457,"1",1,"H"
"48163","46","s1","A","r1",0.48,"1",1,"H"
"48164","46","s2","A","r2",0.455,"1",1,"H"
"48165","46","s1","A","r1",0.431,"1",1,"H"
"48166","46","s2","A","r2",0.504,"0",1,"H"
"48167","46","s1","A","r1",0.413,"1",1,"H"
"48168","46","s2","A","r2",0.423,"0",1,"H"
"48169","46","s2","A","r2",0.864,"0",1,"H"
"48170","46","s1","A","r1",0.422,"0",1,"H"
"48171","46","s2","A","r2",0.447,"0",1,"H"
"48172","46","s1","A","r1",0.487,"1",1,"H"
"48173","46","s2","A","r2",0.413,"1",1,"H"
"48174","46","s1","A","r1",0.407,"1",1,"H"
"48175","46","s1","A","r1",0.401,"1",1,"H"
"48176","46","s1","A","r1",0.443,"1",1,"H"
"48177","46","s2","A","r2",0.579,"1",1,"H"
"48178","46","s2","A","r2",0.501,"1",1,"H"
"48179","46","s2","A","r2",0.827,"0",1,"H"
"48180","46","s2","A","r2",0.386,"1",1,"H"
"48181","46","s2","A","r2",0.454,"1",1,"H"
"48182","46","s1","A","r1",0.446,"1",1,"H"
"48183","46","s1","A","r1",0.422,"0",1,"H"
"48184","46","s1","A","r1",0.447,"1",1,"H"
"48185","46","s2","A","r2",0.391,"1",1,"H"
"48186","46","s2","A","r2",0.434,"0",1,"H"
"48187","46","s1","A","r1",0.427,"1",1,"H"
"48188","46","s1","A","r2",0.404,"0",0,"H"
"48189","46","s2","A","r2",0.414,"0",1,"H"
"48190","46","s1","A","r1",0.423,"1",1,"H"
"48191","46","s2","A","r2",0.433,"1",1,"H"
"48192","46","s2","A","r2",0.425,"1",1,"H"
"48193","46","s1","A","r1",0.403,"1",1,"H"
"48194","46","s1","A","r1",0.429,"1",1,"H"
"48195","46","s2","A","r2",0.406,"1",1,"H"
"48196","46","s1","A","r1",0.463,"1",1,"H"
"48197","46","s1","A","r1",0.502,"1",1,"H"
"48198","46","s1","A","r1",0.444,"1",1,"H"
"48199","46","s1","A","r1",0.484,"1",1,"H"
"48200","46","s1","A","r1",0.411,"1",1,"H"
"48201","46","s1","A","r1",0.468,"1",1,"H"
"48202","46","s2","A","r2",0.459,"1",1,"H"
"48203","46","s1","A","r1",0.45,"1",1,"H"
"48204","46","s1","A","r1",0.395,"1",1,"H"
"48205","46","s2","A","r2",0.468,"1",1,"H"
"48206","46","s1","A","r1",0.588,"0",1,"H"
"48207","46","s1","A","r1",0.51,"0",1,"H"
"48208","46","s2","A","r2",0.435,"1",1,"H"
"48209","46","s1","A","r1",0.428,"1",1,"H"
"48210","46","s1","A","r1",0.5,"0",1,"H"
"48211","46","s2","A","r2",0.426,"0",1,"H"
"48212","46","s2","A","r2",0.483,"0",1,"H"
"48213","46","s2","A","r2",0.409,"1",1,"H"
"48214","46","s2","A","r2",0.451,"1",1,"H"
"48215","46","s2","A","r2",0.475,"1",1,"H"
"48216","46","s2","A","r2",0.402,"1",1,"H"
"48217","46","s2","A","r2",0.412,"1",1,"H"
"48218","46","s2","A","r2",0.55,"0",1,"H"
"48219","46","s1","A","r1",0.393,"1",1,"H"
"48220","46","s1","A","r1",0.468,"0",1,"H"
"48221","46","s1","A","r1",0.441,"1",1,"H"
"48222","46","s2","A","r2",0.449,"1",1,"H"
"48223","46","s1","A","r1",0.457,"1",1,"H"
"48224","46","s1","A","r1",0.481,"1",1,"H"
"48225","46","s1","A","r1",0.487,"1",1,"H"
"48226","46","s2","A","r2",0.446,"1",1,"H"
"48227","46","s2","A","r2",0.438,"1",1,"H"
"48228","46","s1","A","r1",0.414,"1",1,"H"
"48229","46","s2","A","r2",0.456,"1",1,"H"
"48230","46","s2","A","r2",0.463,"1",1,"H"
"48231","46","s2","A","r2",0.726,"1",1,"H"
"48232","46","s1","A","r1",0.466,"1",1,"H"
"48233","46","s2","A","r2",0.457,"1",1,"H"
"48234","46","s2","A","r2",0.465,"0",1,"H"
"48235","46","s1","A","r1",0.504,"1",1,"H"
"48236","46","s2","A","r2",0.542,"1",1,"H"
"48237","46","s1","A","r1",0.723,"0",1,"H"
"48238","46","s1","A","r1",0.542,"0",1,"H"
"48239","46","s1","A","r1",0.451,"1",1,"H"
"48240","46","s2","A","r2",0.523,"1",1,"H"
"48241","46","s1","A","r1",0.448,"1",1,"H"
"48242","46","s1","A","r1",0.504,"1",1,"H"
"48243","46","s1","A","r1",0.493,"1",1,"H"
"48244","46","s1","A","r1",0.564,"0",1,"H"
"48245","46","s2","A","r2",0.551,"0",1,"H"
"48246","46","s1","A","r1",0.442,"1",1,"H"
"48247","46","s2","A","r2",0.483,"1",1,"H"
"48248","46","s2","A","r2",0.458,"1",1,"H"
"48249","46","s2","A","r2",0.482,"0",1,"H"
"48250","46","s1","A","r1",0.472,"1",1,"H"
"48251","46","s2","A","r2",0.495,"0",1,"H"
"48252","46","s2","A","r2",0.421,"1",1,"H"
"48253","46","s2","A","r2",0.398,"1",1,"H"
"48254","46","s1","A","r1",0.424,"1",1,"H"
"48255","46","s2","A","r2",0.545,"0",1,"H"
"48256","46","s1","A","r1",0.58,"1",1,"H"
"48257","46","s2","A","r2",0.454,"0",1,"H"
"48258","46","s2","A","r2",0.558,"1",1,"H"
"48259","46","s2","A","r2",0.562,"0",1,"H"
"48260","46","s2","A","r2",0.597,"1",1,"H"
"48261","46","s2","A","r2",0.598,"1",1,"H"
"48262","46","s1","A","r1",0.664,"1",1,"H"
"48263","46","s2","A","r2",0.438,"1",1,"H"
"48264","46","s2","A","r2",0.447,"1",1,"H"
"48265","46","s2","A","r2",0.439,"1",1,"H"
"48266","46","s1","A","r1",0.464,"1",1,"H"
"48267","46","s2","A","r2",0.455,"0",1,"H"
"48268","46","s2","A","r2",0.495,"1",1,"H"
"48269","46","s1","A","r1",0.805,"0",1,"H"
"48270","46","s2","A","r2",0.429,"1",1,"H"
"48271","46","s2","A","r2",0.422,"1",1,"H"
"48272","46","s1","A","r1",0.496,"1",1,"H"
"48273","46","s2","A","r2",0.437,"1",1,"H"
"48274","46","s2","A","r2",0.414,"0",1,"H"
"48275","46","s2","A","r2",0.456,"0",1,"H"
"48276","46","s1","A","r1",0.432,"1",1,"H"
"48277","46","s2","A","r2",0.488,"1",1,"H"
"48278","46","s1","A","r1",1.119,"0",1,"H"
"48279","46","s1","A","r1",0.41,"1",1,"H"
"48280","46","s1","A","r1",0.427,"1",1,"H"
"48281","46","s2","S","r2",0.317,"1",1,"H"
"48282","46","s1","S","r1",0.395,"0",1,"H"
"48283","46","s1","S","r1",0.421,"1",1,"H"
"48284","46","s1","S","r1",0.351,"1",1,"H"
"48285","46","s1","S","r1",0.347,"1",1,"H"
"48286","46","s1","S","r1",0.359,"1",1,"H"
"48287","46","s1","S","r2",0.26,"0",0,"H"
"48288","46","s2","S","r2",0.26,"1",1,"H"
"48289","46","s2","S","r1",0.292,"1",0,"H"
"48290","46","s1","S","r1",0.355,"1",1,"H"
"48291","46","s2","S","r2",0.335,"1",1,"H"
"48292","46","s1","S","r1",0.332,"1",1,"H"
"48293","46","s1","S","r1",0.489,"0",1,"H"
"48294","46","s2","S","r2",0.352,"1",1,"H"
"48295","46","s2","S","r2",0.46,"1",1,"H"
"48296","46","s1","S","r1",0.371,"0",1,"H"
"48297","46","s1","S","r1",0.367,"1",1,"H"
"48298","46","s1","S","r1",0.363,"1",1,"H"
"48299","46","s2","S","r2",0.358,"1",1,"H"
"48300","46","s1","S","r1",0.259,"1",1,"H"
"48301","46","s2","S","r1",0.115,"1",0,"H"
"48302","46","s1","S","r1",0.122,"1",1,"H"
"48303","46","s1","S","r1",0.352,"0",1,"H"
"48304","46","s1","S","r2",0.029,"1",0,"H"
"48305","46","s1","S","r2",0.359,"1",0,"H"
"48306","46","s1","S","r1",0.307,"1",1,"H"
"48307","46","s2","S","r2",0.37,"0",1,"H"
"48308","46","s1","S","r1",0.318,"0",1,"H"
"48309","46","s1","S","r1",0.219,"0",1,"H"
"48310","46","s1","S","r1",0.269,"1",1,"H"
"48311","46","s2","S","r2",0.013,"1",1,"H"
"48312","46","s1","S","r1",0.184,"1",1,"H"
"48313","46","s1","S","r2",0.076,"0",0,"H"
"48314","46","s1","S","r1",0.084,"1",1,"H"
"48315","46","s1","S","r1",0.14,"1",1,"H"
"48316","46","s2","S","r2",0.048,"1",1,"H"
"48317","46","s2","S","r1",0.106,"1",0,"H"
"48318","46","s2","S","r2",0.225,"0",1,"H"
"48319","46","s2","S","r2",0.401,"1",1,"H"
"48320","46","s2","S","r2",0.38,"1",1,"H"
"48321","46","s1","S","r1",0.503,"1",1,"H"
"48322","46","s2","S","r2",0.428,"1",1,"H"
"48323","46","s2","S","r2",0.356,"1",1,"H"
"48324","46","s2","S","r2",0.368,"1",1,"H"
"48325","46","s1","S","r1",0.364,"1",1,"H"
"48326","46","s1","S","r2",0.311,"1",0,"H"
"48327","46","s1","S","r1",0.341,"1",1,"H"
"48328","46","s2","S","r2",0.369,"1",1,"H"
"48329","46","s2","S","r2",0.381,"1",1,"H"
"48330","46","s1","S","r1",0.376,"0",1,"H"
"48331","46","s2","S","r2",0.387,"1",1,"H"
"48332","46","s2","S","r2",0.35,"0",1,"H"
"48333","46","s2","S","r1",0.17,"1",0,"H"
"48334","46","s2","S","r2",0.382,"0",1,"H"
"48335","46","s1","S","r1",0.249,"0",1,"H"
"48336","46","s1","S","r1",0.458,"1",1,"H"
"48337","46","s2","S","r1",0.018,"1",0,"H"
"48338","46","s2","S","r2",0.333,"1",1,"H"
"48339","46","s1","S","r2",0.17,"1",0,"H"
"48340","46","s1","S","r1",0.19,"0",1,"H"
"48341","46","s1","S","r1",0.002,"1",1,"H"
"48342","46","s1","S","r2",0.078,"1",0,"H"
"48343","46","s1","S","r2",0.134,"1",0,"H"
"48344","46","s2","S","r1",0.203,"1",0,"H"
"48345","46","s2","S","r2",0.334,"1",1,"H"
"48346","46","s2","S","r2",0.171,"1",1,"H"
"48347","46","s1","S","r1",0.4,"1",1,"H"
"48348","46","s2","S","r2",0.394,"1",1,"H"
"48349","46","s2","S","r2",0.356,"1",1,"H"
"48350","46","s1","S","r1",0.384,"0",1,"H"
"48351","46","s2","S","r2",0.331,"1",1,"H"
"48352","46","s1","S","r1",0.376,"1",1,"H"
"48353","46","s1","S","r1",0.356,"1",1,"H"
"48354","46","s2","S","r2",0.4,"1",1,"H"
"48355","46","s2","S","r2",0.394,"1",1,"H"
"48356","46","s1","S","r1",0.357,"1",1,"H"
"48357","46","s2","S","r2",0.321,"1",1,"H"
"48358","46","s2","S","r2",0.399,"1",1,"H"
"48359","46","s1","S","r1",0.393,"1",1,"H"
"48360","46","s1","S","r1",0.324,"1",1,"H"
"48361","46","s2","S","r2",0.386,"0",1,"H"
